,Company name,"Gearing (%)
2018",BvD Independence Indicator,"Number of employees
2018","Profit (Loss) before Taxation
th GBP 2018","Tangible Assets
th GBP 2018","Fixed Assets
th GBP 2018"
6320,J.A. PHILLIPS HOLDINGS LIMITED,0.96,D,23,"1,286","4,615","4,615"
6321,WEST CORNWALL PASTY CO. LIMITED,610.64,D,324,"-1,538","2,160","2,313"
6322,STUDIO 71 UK LTD,5.06,D,7,"-1,400",70,77
6323,MAHLE ENGINE SYSTEMS UK LIMITED,301.68,D,270,66,"8,205","8,096"
6324,4C HOTELS - VICTORIA LLP,180.42,U,58,,"35,870","36,863"
6325,KOCH ENGINEERED SOLUTIONS LIMITED,0.97,D,55,"1,826",210,"50,305"
6326,PAUL SMITH GROUP HOLDINGS LIMITED,17.22,D,"1,137","3,030","55,555","81,073"
6327,TAVIRA SECURITIES LIMITED,10.29,D,36,75,144,144
6328,EEW OFFSHORE STRUCTURES (BRITAIN) LIMITED,496.99,D,61,562,"12,665","12,665"
6329,ECLIPSE GROUP SOLUTIONS LTD,8.63,C+,31,774,95,96
6330,NORDSON (U.K.) LIMITED,38.4,D,52,"6,286",54,54
6331,TI SPARKLE UK LIMITED,87.67,D,8,272,"7,541","8,947"
6332,NODOR INTERNATIONAL LIMITED,0.69,D,55,197,"1,843","1,843"
6333,MONOWORLD RECYCLING LTD,97.15,D,47,-195,"6,599","6,599"
6334,APPSBROKER LIMITED,14.36,B+,99,"2,376",793,"1,131"
6335,JELF INSURANCE BROKERS LIMITED,18.22,D,"1,960","13,400","2,900","344,400"
6336,IEWC UK & IRELAND LTD.,7.72,D,63,"1,509",143,143
6337,DWELLWORKS IRELAND HOLDINGS LIMITED,600.01,D,90,-722,279,"11,429"
6338,DENHOLM PORT SERVICES LIMITED,9.02,D,82,529,313,360
6339,ACCURACY UK LIMITED,131.46,D,38,"2,377","1,099","1,099"
6340,SUNRISE OPERATIONS ESHER LIMITED,23.39,D,77,-227,289,289
6341,CYP (UK) LIMITED,0.56,D,20,-202,73,73
6342,JAMES BOYLAN SAFETY LIMITED,74.64,D,76,"1,008",284,"2,545"
6343,M.T.C.R MARKETING HOLDINGS LIMITED,78.6,A+,85,493,"1,295","1,777"
6344,CUPIO HEALTHCARE LTD,89.27,D,591,"3,589","34,374","35,767"
6345,ULTRALEAP LIMITED,44.5,D,82,"-11,559","3,141","3,494"
6346,THE AMBASSADOR THEATRE GROUP LIMITED,482.79,D,136,"5,127","3,997","190,746"
6347,METTLER-TOLEDO LIMITED,48.72,D,250,"3,197",431,"7,414"
6348,RIDGEWAY GROUP LIMITED,74.2,B+,83,88,"17,256","17,256"
6349,SCOTT HEALTH & SAFETY LIMITED,14.22,D,285,"10,545","8,960","12,814"
6350,CASEY'S AUTO CENTRE LIMITED,9.2,D,85,654,"2,933","2,977"
6351,C.B.L. CABLE CONTRACTORS LIMITED,2.23,D,237,215,392,392
6352,RTS LIMITED,356.62,D,48,114,"2,032","2,032"
6353,APELSON APPLIANCES UK LTD,314.67,D,39,63,399,399
6354,STONEHAVEN UK LTD,23.24,D,35,"3,929",2,947
6355,TANGMERE AIRFIELD NURSERIES LTD,7.92,D,161,576,"18,096","18,097"
6356,MAINETTI HANGER GROUP MANAGEMENT SERVICES LIMITED,149.51,D,10,81,62,187
6357,AVNET LOGISTICS LIMITED,28.21,C+,72,92,"2,018","2,018"
6358,DARLOW LLOYD HOLDINGS LIMITED,156.1,B+,214,"1,075","8,190","8,335"
6359,EPOCH DESIGN LIMITED,8.09,D,56,826,140,140
6360,ROBERTSON GROUP (HOLDINGS) LIMITED,67.3,D,"2,295","30,806","8,619","25,953"
6361,APEX LIFT & ESCALATOR ENGINEERS LIMITED,3.28,D,113,251,54,178
6362,BARNSLEY NORSE LIMITED,15.98,D,454,62,61,61
6363,PANTAENIUS U.K. LIMITED,0.17,D,32,331,979,979
6364,TARAK MANUFACTURING COMPANY LIMITED,5.01,D,3,87,"2,548","2,713"
6365,MIDLANDS TRUCK & VAN LIMITED,63.1,D,263,782,532,532
6366,THE ASSOCIATION OF POLICE AND CRIME COMMISSIONERS,513.73,U,16,-150,29,29
6367,THE HARROGATE INTERNATIONAL HOTEL LIMITED,70.85,D,183,710,"42,200","42,667"
6368,COTSWOLD ARCHITECTURAL PRODUCTS LIMITED,40.28,D,43,443,597,649
6369,ALDERFORCE SC LIMITED,275.91,D,390,789,"2,142","2,393"
6370,LONGWATER CONSTRUCTION SUPPLIES LIMITED,37.65,D,50,"1,180","1,040","1,072"
6371,MAXOL OIL LIMITED,2.39,D,16,"3,172","24,336","25,200"
6372,MAKIN METAL POWDERS (UK) LIMITED,19.14,D,50,"1,092","2,761","2,761"
6373,INDUSTRIAL SUPPLY ALLIANCE LIMITED,157.88,D,17,337,28,38
6374,KEYCRAFT LTD,71.93,A+,61,"1,004","1,323","2,346"
6375,SMBC NIKKO CAPITAL MARKETS LIMITED,199.02,D,359,"46,552","10,502","17,947"
6376,DYNIC (UK) LTD,216.46,D,48,47,267,339
6377,PAUL HARDING LIMITED,10.6,D,2,-37,0,"2,859"
6378,LAUNCHRANDOM LIMITED,83.23,D,420,-30,"2,110","2,110"
6379,CLOUDBASS MULTIMEDIA LIMITED,152.63,D,69,"1,322","6,094","6,094"
6380,ASAVIE TECHNOLOGIES LIMITED,1.65,D,126,"2,990","1,831","1,945"
6381,CONNAUGHT BROWN PUBLIC LIMITED COMPANY,1.85,A+,3,387,26,27
6382,BUILD-A-BEAR WORKSHOP UK LIMITED,671.25,D,"1,005",832,"6,073","9,611"
6383,MAGELLAN AVIATION SERVICES LIMITED,38.31,D,43,"10,815","38,593","38,593"
6384,MICHAEL JAMES AUTOS PLC,1.8,B+,35,59,15,15
6385,THATCHERS (MYRTLE FARM) LIMITED,11.78,B+,252,"9,294","34,373","34,601"
6386,THE BATH AND RACQUETS CLUB LIMITED,5.64,D,37,121,72,73
6387,BYWATERS (LEYTON) LIMITED,98.03,B+,355,"2,294","28,214","28,214"
6388,STEVE WOODS LIMITED,59.8,D,17,345,"2,007","2,007"
6389,DEANE ROOFING AND CLADDING LTD,7.86,B+,37,877,555,555
6390,TAUNTON V.E. LIMITED,60.98,B+,21,178,251,251
6391,MAKITA (UK) LIMITED,0.04,D,5,"126,316",13,"118,635"
6392,INVICTA WORLDWIDE GROUP LIMITED,19.48,D,59,727,"2,009","2,622"
6393,BARCHESTER ASSISTED LIVING PROPERTIES LIMITED,99.21,D,3,-14,"1,163","1,163"
6394,PONDERS END INTERNATIONAL LIMITED,82.75,D,95,"3,929",87,87
6395,CAPAMI LIMITED,27.3,D,28,"2,597",197,197
6396,MICROWAVE SOLUTIONS LIMITED,43.32,D,5,-3,25,25
6397,STEPMARK INNS LIMITED,23.81,D,54,"1,692","4,249","5,746"
6398,J F RENSHAW LTD,29.74,D,311,-894,"10,005","13,167"
6399,ELECO PUBLIC LIMITED COMPANY,62.13,A+,228,"2,427","1,203","24,624"
6400,CITYFLEET NETWORKS LIMITED,13.39,C,253,"1,076","11,479","12,548"
6401,HEATMISER HOLDINGS LIMITED,0.23,D,62,"5,239","2,410","2,960"
6402,SAINT-GOBAIN PERFORMANCE PLASTICS RENCOL LIMITED,2.59,D,150,700,"2,742","2,773"
6403,THE BARCODE WAREHOUSE GROUP LIMITED,140.96,A+,226,"1,677","3,493","7,419"
6404,PAYSAFE FINANCIAL SERVICES LIMITED,144.32,C,41,"1,484",2,"27,139"
6405,SOVRIN PLASTICS LIMITED,2.92,D,113,564,"4,747","4,747"
6406,RICHMOND NURSING AGENCY LIMITED,0.11,D,153,251,10,10
6407,COMEX 2000 (UK) LIMITED,0.69,D,706,"6,141",931,931
6408,LITEPLAN LIMITED,2.18,D,74,"1,563","4,325","4,342"
6409,ENERGIA CUSTOMER SOLUTIONS LIMITED,381.88,D,56,"15,318",47,"16,261"
6410,COUNTRYSIDE PROPERTIES (WPL) LIMITED,37.49,D,505,"-5,476","1,120","1,121"
6411,ABRAHAM MOON HOLDINGS LIMITED,5.21,B+,232,"1,545","9,319","9,319"
6412,NATURES WAY FOODS EUROPE LIMITED,41.77,B+,"1,209","1,438","46,214","46,214"
6413,ARADA LIMITED,14.65,D,70,488,"3,064","3,064"
6414,WILKINSON EYRE ARCHITECTS LIMITED,3.27,D,182,"4,847",961,962
6415,WEATHERFORD U.K. LIMITED,141.1,D,684,"-22,500","50,713","113,281"
6416,MELROB LIMITED,210.98,D,44,338,"1,267","1,267"
6417,STRUKTA GROUP LIMITED,118.54,A+,101,698,940,"2,771"
6418,TERENCE O'ROURKE HOLDINGS LIMITED,5.62,B+,76,631,53,53
6419,EURO FOOD BRANDS LIMITED,70.24,D,113,925,"2,835","3,301"
6420,ORIGINAL STYLE LIMITED,9.55,D,240,285,"1,174","1,462"
6421,DAVICON HOLDINGS LIMITED,23.3,D,52,138,602,"5,173"
6422,SARTORIUS STEDIM IRELAND LIMITED,60.5,D,12,"3,672",40,84
6423,NUTFIELD HOLDINGS LIMITED,140.12,D,33,"2,725",64,383
6424,1ST INRAIL LIMITED,24.87,A+,35,219,849,849
6425,DRP HOLDINGS LIMITED,82.43,D,257,"1,032","7,976","9,966"
6426,LANCASTER LEISURE LIMITED,30.34,B+,427,"1,436","35,502","35,502"
6427,ACTAVO (UK) LIMITED,319.42,D,640,"-5,501","17,987","42,643"
6428,GLENSTOCK SERVICES LIMITED,8.24,D,31,700,"4,077","4,611"
6429,E.W. BEARD LIMITED,2.58,D,316,"4,403","4,158","6,279"
6430,UNIVAR SPECIALTY CONSUMABLES LIMITED,0.21,D,64,"2,017",101,"1,737"
6431,JOHN DALTON & SONS LIMITED,7.56,D,31,700,"4,077","4,611"
6432,ZEE TELECOMS LTD,23.4,D,19,161,50,63
6433,FULLER LEISURE LIMITED,99.21,D,21,380,"1,385","1,409"
6434,UK RENEWABLE HOLDCO 1 LIMITED,651.79,B+,66,"31,567","536,926","994,995"
6435,GEOFFREY ROBINSON LIMITED,23.23,D,110,298,"1,353","1,353"
6436,NRC WWS LTD,3.76,D,50,"1,350","1,476","1,476"
6437,ALBERT JAGGER HOLDINGS LIMITED,20.29,D,95,"1,160","3,478","4,678"
6438,ACE ROOFING (KEITH) LTD,0.48,B+,8,185,34,34
6439,CONCAST HOLDINGS LIMITED,0.99,B+,88,294,"8,756","9,539"
6440,MERIDIAN IP IRELAND LIMITED,125.31,D,5,"36,245",39,"6,780"
6441,MORGAN PHILIPS UK LIMITED,162.67,D,203,"-2,927",299,299
6442,BRITANNIC GROUP (HOLDINGS) LIMITED,0.8,B+,79,"1,616",450,"1,050"
6443,EISAI EUROPE LIMITED,74.08,D,"1,012","21,949","88,988","154,405"
6444,T.A. WEATHERWEAR HOLDINGS LIMITED,0.1,D,17,"2,678",34,"5,140"
6445,ONECOM GROUP LIMITED,66.89,D,389,"6,444","2,751","22,499"
6446,SCOTTISH WATER HORIZONS LIMITED,96.62,D,70,"1,000","16,751","16,751"
6447,AIRCOM INTERNATIONAL LIMITED,228.74,D,45,633,219,"1,705"
6448,TRIBE FURNITURE LIMITED,1,D,10,496,20,20
6449,T & W GROUP LIMITED,271.33,B+,47,-37,"4,672","10,818"
6450,SUREFREIGHT (INTERNATIONAL) LIMITED,15.23,A+,76,986,"1,939","1,939"
6451,GAADA LIMITED,42.45,B+,1,-23,4,"14,362"
6452,AXIOS SYSTEMS LIMITED,9.17,D,189,105,"1,784","7,173"
6453,CENTZ STORES 7 LIMITED,73.46,D,25,211,"1,663","1,806"
6454,ALSTON ELLIOT LIMITED,11,D,125,927,"1,697","2,516"
6455,SDI FITNESS (HOVE) LIMITED,111.25,D,20,144,105,105
6456,TEMPLE GROUP LIMITED,25.49,D,53,249,62,62
6457,WILLIAM TURNER & SON (STOCKPORT) LIMITED,15.48,B+,114,650,"2,150","2,153"
6458,GUARDIAN ELECTRICAL COMPLIANCE LIMITED,56.42,D,145,944,269,269
6459,HEMMERSBACH UK LTD,4.87,D,461,102,247,247
6460,CONCERTUS DESIGN AND PROPERTY CONSULTANTS LIMITED,230.42,D,115,581,"3,391","3,724"
6461,AEE RENEWABLES UK 33 LIMITED,131.16,D,2,199,"4,020","4,020"
6462,YOUR HEALTHCARE COMMUNITY INTEREST COMPANY,58.88,B+,582,72,"6,321","6,480"
6463,ALBANY INTERNATIONAL LIMITED,4.59,D,78,-133,"9,478","18,741"
6464,E K HOLDINGS LIMITED,38.09,B+,141,436,370,480
6465,ASHLEY HOTELS (HOLDINGS) LIMITED,151.57,A+,121,318,"22,063","22,841"
6466,DPS ENGINEERING HOLDINGS LIMITED,34.84,B+,862,"6,292","5,635","7,075"
6467,HABT TWO LTD,66.18,C,29,"1,030",20,20
6468,BIRD & SONS LTD,5.54,D,2,65,"2,401","2,401"
6469,J.WILD(CONFECTIONERS)LIMITED,46.47,D,226,254,"2,037","2,187"
6470,STRIP TINNING LIMITED,25.48,D,93,"1,645","1,674","1,723"
6471,EBREX BUSINESS SOLUTIONS LIMITED,20.32,D,191,"3,408","1,607","1,978"
6472,TOWER HAMLETS GP CARE GROUP CIC,1.53,A+,316,950,75,75
6473,ATG AIRPORTS LIMITED,111.07,D,90,68,454,507
6474,FUTURAMA SIGNS HOLDINGS LIMITED,142.6,D,133,"-1,467",508,572
6475,"GEORGE J. GOFF, LIMITED",90.25,B+,164,"4,303","34,313","38,696"
6476,HKA GLOBAL HOLDINGS LIMITED,403.59,D,718,"-3,418","3,386","84,980"
6477,NEWELL STORES LIMITED,1.03,D,198,905,"1,987","1,987"
6478,ATTOCK OIL COMPANY LIMITED(THE),124.29,D,"2,921","115,816","571,161","759,673"
6479,ADAMS CUNDELL ENGINEERS LIMITED,88.16,D,30,"1,138","10,243","10,243"
6480,FIVE RIVERS CHILD CARE LIMITED,283.07,D,302,-794,"3,603","5,047"
6481,BLACK & DECKER,220.65,D,53,"-15,869",331,"297,749"
6482,INTERNATIONAL FREIGHT CONSULTANCY LIMITED,46.22,B+,147,"1,012","1,995","3,030"
6483,DYNATA GLOBAL UK LTD,14.95,D,171,"22,906",771,"18,724"
6484,PREM GROUP (UK) LIMITED,110.61,D,62,158,"3,589","3,589"
6485,NU-HEAT UK LIMITED,6.66,D,104,750,214,214
6486,DES KELLY INTERIORS LIMITED,28.27,B+,98,980,"7,882","7,886"
6487,DONCASTER PHARMACEUTICALS GROUP LIMITED,100.67,D,102,-190,293,801
6488,OLDFIELD & CO.(LONDON) LTD,2.45,D,19,"15,850",95,228
6489,SELECT ROOFING LIMITED,49.65,D,72,372,278,278
6490,PORTCREST LIMITED,237.05,B+,266,"1,533","24,119","26,102"
6491,TRAGO MILLS (FALMOUTH) LIMITED,3.29,D,104,-209,"1,170","1,170"
6492,GENERAL ALL PURPOSE PLASTICS GROUP LIMITED,199,B+,979,"2,375","10,979","26,421"
6493,CORMAN MILOKO IRELAND LIMITED,59.26,D,45,"2,663","5,438","5,438"
6494,RYDON GROUP HOLDINGS LIMITED,56.23,D,702,"20,044","2,411","7,813"
6495,MCCOLGANS QUALITY FOODS LIMITED,35.51,D,272,"1,123","9,494","9,494"
6496,BP INV3 TOPCO LTD,125.59,D,712,"-6,830","36,425","74,980"
6497,BABRAHAM RESEARCH CAMPUS LIMITED,67.13,A+,41,"-4,561","1,154","28,633"
6498,WHITEHOUSE CONSTRUCTION CO. LIMITED,12.58,D,87,319,57,57
6499,MEGA GLASS LIMITED,9.47,D,49,279,215,215
6500,BAERLOCHER UK LIMITED,96.78,D,36,990,"1,499","1,499"
6501,THEBOOKINGROOM GROUP LIMITED,72.23,B+,224,139,"2,819","7,238"
6502,CLASSIC LIFTS LTD,1.29,D,124,"1,166",109,109
6503,HOLKER HOLDINGS LIMITED,52.5,A+,134,100,"3,927","5,588"
6504,BABCOCK COMMUNICATIONS LIMITED,31.39,C,352,"18,344","4,066","18,899"
6505,BRIGHTER FINANCIAL SERVICES LIMITED,3.03,B+,9,177,13,13
6506,VPI POWER LIMITED,5.63,D,220,"27,200","226,200","236,500"
6507,BRIDGEND ACCIDENT REPAIR CENTRE LIMITED,1.22,D,29,358,633,633
6508,PORTLAND INVESTMENT GROUP LIMITED,296.95,D,363,"1,236",574,"1,852"
6509,ILI LIMITED,0.56,D,23,"3,673",39,490
6510,SHELL RESEARCH LIMITED,53.83,D,420,"-1,696",34,288
6511,"W.BOYES & CO.,LIMITED",5.71,D,"1,738","4,816","27,818","27,818"
6512,BREEZE HOLDINGS LIMITED,43.28,D,19,726,"3,513","25,465"
6513,AGRISENSE INDUSTRIAL MONITORING LIMITED,10.21,D,27,178,503,"3,380"
6514,BRAND NEW CO (444) LIMITED,1.28,B+,120,"6,292","4,011","4,011"
6515,THE MOTLEY FOOL GLOBAL LIMITED,41.46,D,32,"7,027",4,27
6516,MARTIN MATHEW & CO. LIMITED,5.51,D,42,"1,042","6,580","9,464"
6517,MCGEARY HOLDINGS LIMITED,205.3,D,31,882,"1,823","1,823"
6518,SEVEN ASSET LIMITED,549.1,D,71,611,"18,824","19,176"
6519,SME FAST FOODS LIMITED,32.03,D,52,392,"2,372","2,882"
6520,PENMAN ESTATES LIMITED,12.56,D,63,273,917,"1,023"
6521,NRA GROUP LIMITED,6.6,B+,81,647,"1,221","1,221"
6522,LSN DIFFUSION LIMITED,154.47,A+,80,330,"3,384","5,348"
6523,BRIGGS OF BURTON PLC,3.96,D,153,"4,753",464,464
6524,BJ SERVICES COMPANY MIDDLE EAST LIMITED,247.31,D,50,"-4,652","12,053","12,059"
6525,TOWER BRIDGE HOMES CARE LIMITED,156.45,D,"1,094",-745,"54,261","54,261"
6526,Z1 TELECOM SYSTEMS LIMITED,6.22,B+,7,110,17,17
6527,TSG UK SOLUTIONS LTD,466.41,D,151,-903,631,"1,696"
6528,STROMA CERTIFICATION LIMITED,3.8,D,71,150,49,916
6529,DIRECT MEATS (KNIGHTS FARM) LTD,228.35,D,119,382,"3,353","3,553"
6530,PARK ELECTRICAL DISTRIBUTORS LIMITED,260,D,73,617,444,444
6531,NORKEM HOLDINGS PLC,58.51,D,115,"5,792",990,990
6532,HURCO EUROPE LIMITED,5.28,D,49,"1,414",101,101
6533,ID MEDICAL GROUP LIMITED,49.39,D,543,"1,004",591,893
6534,"EPIQ SYSTEMS, LTD.",92.33,D,126,"5,303","2,722","42,930"
6535,CHAMBERLAIN DOORS LTD.,47.5,D,69,426,481,501
6536,FLUIDONE LIMITED,275.32,D,88,741,"1,320","8,164"
6537,NEILL & BROWN GLOBAL LOGISTICS GROUP LIMITED,43.57,A+,143,"2,083","6,065","6,065"
6538,DIRECT PHOTOGRAPHIC LIMITED,34.42,D,42,-130,"1,766","1,766"
6539,GRENDENE UK LIMITED,18,D,16,"-2,293","1,012","1,420"
6540,O'KEEFE CONSTRUCTION (GREENWICH) LIMITED,18.27,D,193,"2,512","5,802","5,802"
6541,SPORTSDIRECT.COM RETAIL LIMITED,91.89,D,"14,780","167,306","102,043","152,561"
6542,MOORBROOK TEXTILES LIMITED,24.37,D,147,510,"4,626","5,269"
6543,MCCONNEL LIMITED,26.9,D,183,"5,899","2,675","2,675"
6544,SLEMCKA (DMS) LIMITED,1.57,A+,44,437,"3,018","4,243"
6545,SERCO LIMITED,150.6,D,"21,795","-49,400","41,900","186,400"
6546,"SYSTAGENIX WOUND MANAGEMENT, LIMITED",77.87,D,36,"-3,159",644,"86,263"
6547,BABCOCK WANSON UK LIMITED,68.48,D,59,"1,203","1,649","3,523"
6548,MASONS FARM AND COUNTRY LIMITED,32.68,B+,86,571,"1,868","1,868"
6549,GARRAWAY CAPITAL MANAGEMENT LLP,11.14,U,13,-755,2,668
6550,STRAIGHTSET LIMITED,5.53,D,2,772,"1,019","1,958"
6551,PINKSTONE RETAIL LIMITED,10.98,B+,101,"1,189","3,709","3,754"
6552,MAYR-MELNHOF PACKAGING UK LIMITED,108.12,D,206,-48,"4,183","4,183"
6553,ANDY THORNTON LIMITED,2.55,B+,101,166,395,751
6554,NASMYTH GROUP LIMITED,49.85,D,734,"3,219","16,410","21,500"
6555,ZIMMER BIOMET UK LIMITED,10.07,D,306,"6,350","1,050","24,915"
6556,ARMITAGES PET PRODUCTS LIMITED,77.64,D,126,"6,012",617,617
6557,CLARENDON CONSTRUCTION & CONTRACTING LIMITED,249.08,D,53,395,138,138
6558,BLACKBURN CHEMICALS (HOLDINGS) LIMITED,1.52,B+,76,"8,505","12,352","25,390"
6559,BESPOKE HEALTH & SOCIAL CARE LTD,7.82,D,514,"2,080",42,42
6560,BELL PLUMBING SUPPLIES LTD,0.67,D,61,"1,916",306,307
6561,JAMES MELLORS LIMITED,9.99,D,24,"1,085","1,383","1,383"
6562,BRANAS ISAF PERSONAL DEVELOPMENT CENTRE LIMITED,47.31,D,46,154,356,541
6563,UNEEK FORWARDING LIMITED,98.71,A+,48,468,"2,559","4,638"
6564,PURE SOLVE UK LIMITED,12.4,D,24,848,405,405
6565,CI POWER CORPORATION LIMITED,329.28,D,3,"-22,219","290,873","315,388"
6566,ENVA RESOURCE MANAGEMENT LIMITED,0.3,D,12,"2,088",320,320
6567,THE JOINT CONTRACTS TRIBUNAL LIMITED,1.14,U,8,"1,008",5,"4,505"
6568,ALTRON COMMUNICATIONS EQUIPMENT LIMITED,0.78,D,85,42,"1,800","1,800"
6569,600 UK LIMITED,307.42,D,89,73,865,"41,966"
6570,PETROPLAN HOLDINGS LTD,0.54,D,86,"2,240",206,206
6571,NOVIDON LIMITED,66.23,D,27,"1,122","2,824","2,824"
6572,BRYN MEADOWS GOLF & COUNTRY CLUB LIMITED,149.01,B+,144,447,"6,736","6,773"
6573,ENSCO 1066 LIMITED,119.08,B+,100,"3,790",371,"8,863"
6574,CHURCH OF SCOTLAND INSURANCE SERVICES LIMITED,1.98,D,9,"1,084",2,"3,612"
6575,J SMART & CO (CONTRACTORS) P L C,9.99,B+,207,"5,253","1,308","72,958"
6576,BLUNDELL'S OF LIVERPOOL LTD,215.52,D,833,617,"3,874","4,665"
6577,MOORES FURNITURE GROUP LIMITED,178.58,D,486,"-5,276","3,776","3,776"
6578,BIRMINGHAM AND DISTRICT GENERAL PRACTITIONER EMERGENCY ROOM LIMITED,16.41,A-,158,-227,994,"1,280"
6579,JOHN MCQUILLAN (CONTRACTS) LIMITED,72.06,B+,172,"1,504","11,049","11,088"
6580,NYK ENERGY TRANSPORT (ATLANTIC) LIMITED,0.21,D,27,"8,571","5,528","53,636"
6581,TRACOIN SERVICES LIMITED,37.7,D,101,146,656,656
6582,PRINT TRADE SUPPLIERS LIMITED,254.57,D,119,148,350,946
6583,BALYASNY INTERNATIONAL ASSET MANAGEMENT LIMITED,8.21,D,95,-519,"1,153","1,153"
6584,EXPERT LOGISTICS LTD.,88.64,D,964,"7,725","7,941","8,321"
6585,AMINO COMMUNICATIONS LIMITED,135.19,D,46,"5,630",49,145
6586,BAILEY TRAILERS LIMITED,20.61,B+,94,622,"1,122","1,122"
6587,VISION TECHNIQUES (GROUP) LIMITED,104.45,B+,52,782,385,406
6588,F.P.SMITH HOLDINGS (NEWARK AVENUE) LIMITED,42.11,D,61,612,104,104
6589,ANGLESEY LODGE EQUINE HOSPITAL LIMITED,n.a.,B+,n.a.,n.a.,n.a.,n.a.
6590,STORY CONTRACTING LIMITED,49.46,D,597,"2,572","15,693","15,713"
6591,JAZZ PHARMACEUTICALS PUBLIC LIMITED COMPANY,79.87,A+,"1,207","557,936","82,025","3,514,784"
6592,TANGENT INTERNATIONAL GROUP LTD,64.42,B+,75,631,108,108
6593,CARRYLIFT MATERIALS HANDLING LIMITED,339.71,D,190,"1,647","7,392","9,769"
6594,REGINALD HOGG HOLDINGS LIMITED,17.66,A+,125,"-2,688","5,322","5,322"
6595,GOLDEN BAKE LIMITED,15.74,D,58,"1,126","4,374","4,433"
6596,CITY WEST WORKS LIMITED,3.36,D,255,868,927,"1,131"
6597,JZ FLOWERS INTERNATIONAL LIMITED,131.8,B+,379,"4,081","2,588","2,588"
6598,CLERVILLE INVESTMENT MANAGEMENT LLP,20.69,U,5,83,13,29
6599,THE HOSPITALITY PARTNERSHIP LIMITED,0.09,B+,21,117,97,128
6600,THAMES & HUDSON (HOLDINGS) LIMITED,4.16,D,215,-630,915,942
6601,WESTER ROSS FISHERIES LTD.,37.29,B+,52,"1,562","2,969","3,513"
6602,SHAWSTON HOLDINGS LIMITED,110.78,B+,125,459,657,"3,459"
6603,TOTAL STAFF SERVICES UK LIMITED,32.45,D,259,65,2,2
6604,DU TOIT AND BURGER PARTNERSHIP (IPSWICH) LTD,34.35,A-,18,115,145,506
6605,ANIMALCARE GROUP PLC,43.7,A+,279,-357,477,"104,800"
6606,KINO-MO LTD,89.03,B+,97,"1,305",99,113
6607,STAGE ELECTRICS PARTNERSHIP LIMITED,46.14,D,179,585,"4,076","4,079"
6608,LIND US LIMITED,595.13,D,70,-277,"1,307","1,307"
6609,FULLERS FOODS INTERNATIONAL PLC,0.53,D,47,"8,169",577,577
6610,TWO DOT ZERO LIMITED,84,D,53,-226,247,"2,651"
6611,INEOS RUNCORN (TPS) HOLDINGS LIMITED,126.03,D,8,323,"149,975","149,975"
6612,SCHLOETTER (IRELAND) DESIGNATED ACTIVITY COMPANY,13.1,D,115,"1,838","8,582","8,681"
6613,ACTION PROPERTIES (NORTH WEST) LIMITED,69.39,D,104,-264,"4,602","4,623"
6614,SALESOUT LTD,1.48,D,36,"1,707",26,26
6615,SUPERMALT UK LIMITED,31.12,D,11,244,24,329
6616,MOTOCADDY LIMITED,0.35,D,42,"2,502",359,403
6617,ET CETERIS LIMITED,22.63,A+,110,"2,537","6,501","6,501"
6618,STIRLING ACKROYD GROUP LIMITED,260.49,D,350,"-1,451","1,277","13,840"
6619,HAMMOND ROAD GARAGE LIMITED,31.98,B+,67,421,223,245
6620,GREENBOTTLE LIMITED,571.41,D,179,849,"12,144","17,689"
6621,COTY MANUFACTURING UK LIMITED,244.29,D,316,"4,559","38,333","49,938"
6622,ADVANCE CONSTRUCTION (SCOTLAND) LIMITED,13.38,D,"1,371","10,063","2,620","2,620"
6623,GOODMAN FAMILY INVESTMENTS LIMITED,77.21,D,"4,081",-600,330,"8,643"
6624,FORGE CARE HOMES LIMITED,454.86,B+,135,460,"4,589","4,590"
6625,4NET TECHNOLOGIES LTD,37.33,D,63,821,366,366
6626,TENDERCAPITAL LIMITED,39.98,D,5,"2,055",50,"3,198"
6627,COLLINS (CONTRACTORS) LIMITED,0.46,D,40,"1,534",114,115
6628,HINES EUROPE LIMITED,19.24,D,351,"15,366","1,752","2,026"
6629,ROSEFIELD SALVAGE LIMITED,1.62,B+,39,"1,377","3,115","6,895"
6630,RIGHT CHOICE INSURANCE BROKERS LIMITED,28.4,D,336,"7,457",416,"4,001"
6631,DASSAULT SYSTEMES LIMITED,0.47,D,69,"1,280",519,519
6632,FIROKA (PRIORY HOTEL) LIMITED,491.19,D,19,565,"7,712","7,712"
6633,ACTIVECARE LIMITED,0.35,D,47,610,"5,980","5,980"
6634,LOWES FINANCIAL MANAGEMENT LIMITED,4.09,D,49,791,118,118
6635,BIZ BROKER LIMITED,64.06,D,7,18,10,10
6636,TAYLOR MADE FIREPLACES LIMITED,2.54,D,36,242,260,430
6637,PEREGRINE IMMIGRATION MANAGEMENT LTD,111.68,D,6,326,3,622
6638,HURRICANE NOTECO LIMITED,73.69,D,252,"-62,776","2,164","271,602"
6639,SALRAM LIMITED,n.a.,D,n.a.,n.a.,n.a.,n.a.
6640,LENOVO TECHNOLOGY (UNITED KINGDOM) LIMITED,353.18,D,350,"10,995","1,582","29,560"
6641,STERIS PUBLIC LIMITED COMPANY,50.95,A+,"12,258","280,839","799,461","3,302,504"
6642,MUTUAL CLOTHING & SUPPLY COMPANY LIMITED,0.29,D,354,"1,018","4,509","4,565"
